dn,dist,play_type,result,gain/loss,odk,off,def,td,xp,2pt,fg,sm_score,opponent_score,differential,yard_ln,hash,series,off_str,off_form,off_play,play_direction,ret_yards,team,opp_team,home,away,play_#,qtr,personnel,motion,motion_dir,passer_jersey,passer_name,receiver_jersey,receiver_name,rusher_jersey,rusher_name,backfield,eff,opp_rusher,opp_passer,opp_receiver,comment,tempo,protection,def_call,fs_jersey,fs_name,fs_grd,rb*_jersey,rb*_name,rb*_grade,play_category,km_notes,ball_carrier_jersey,ball_carrier_name,bs,stud_grd,concept,2_min_o,rpo,def_front,blitz,game,game_id,play_id,game_seconds_remaining,score_differential,yardline_100,play_type_encoded
2,5,Pass,Scramble,12.0,O,SMHS,JSERRA,,,,,27,35,-8,23,L,9,R,ALL OVER,NIKE SAIL,R,,SMHS,JSerra Catholic High School,SMHS,JSerra Catholic High School,138,4,BASE,,,1.0,John Gazzaniga,,,,,P,Y,,,,,,NIKE,,,,,22.0,"Jaion ""Duce"" Smith",0.0,NAKED,,,,,,,,,,,JSerra Catholic High School,2,59,,-8,77,1.0
1,10,Pass,Complete,9.0,O,SMHS,JSERRA,,,,,27,35,-8,11,R,9,R,DBLS,SHALLOW,L,,SMHS,JSerra Catholic High School,SMHS,JSerra Catholic High School,139,4,BASE,,,1.0,John Gazzaniga,4.0,Trent Mosley,,,STR,Y,,,,,,SCAT,,,,,22.0,"Jaion ""Duce"" Smith",1.0,DROPBACK,,4.0,Trent Mosley,,,,,,,,JSerra Catholic High School,2,60,,-8,89,1.0
2,1,,Timeout,0.0,O,SMHS,JSERRA,,,,,27,35,-8,2,R,9,,TWINS,NIKE JOKER,,,SMHS,JSerra Catholic High School,SMHS,JSerra Catholic High School,140,4,12,ZIP,,,,,,,,,,,,,,,NIKE,,,,,,,,NAKED,,,,,,,,,,,JSerra Catholic High School,2,61,,-8,98,
2,1,Run,Rush,-3.0,O,SMHS,JSERRA,,,,,27,35,-8,2,R,9,L,TWINS,RENO,L,,SMHS,JSerra Catholic High School,SMHS,JSerra Catholic High School,141,4,12,,,,,,,22.0,"Jaion ""Duce"" Smith",WK,N,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RPO,,22.0,"Jaion ""Duce"" Smith",,,,,,,,JSerra Catholic High School,2,62,,-8,98,0.0
3,4,Run,"Rush, TD",5.0,O,SMHS,JSERRA,1.0,,,,33,35,-2,5,R,9,R,WILDCAT,SWEEP,R,,SMHS,JSerra Catholic High School,SMHS,JSerra Catholic High School,142,4,WILDCAT,,,,,,,4.0,Trent Mosley,GUN NEAR,Y,,,,,,,,,,,,,,RUN,,4.0,Trent Mosley,,,,,,,,JSerra Catholic High School,2,63,,-2,95,0.0
1,3,2 Pt.,No Good,2.0,O,SMHS,JSERRA,,,,,33,35,-2,3,M,9,,WILDCAT,SWEEP,R,,SMHS,JSerra Catholic High School,SMHS,JSerra Catholic High School,143,4,WILDCAT,,,,,,,,,GUN NEAR,N,,,,,,,,,,,,,,RUN,,,,,,,,,,,JSerra Catholic High School,2,64,,-2,97,
1,10,Pass,Complete,10.0,O,SMHS,SERVITE,,,,,0,0,0,-17,L,1,BAL,OPEN,SMASH,R,,SMHS,Servite,SMHS,Servite,2,1,10,,,1.0,John Gazzaniga,7.0,Jayden Crowder,,,,Y,,,,,,ROPE,,,,,,,,MOVEMENT,,2.0,Jonah Smith,,,,,,,,Servite,9,1,,0,117,1.0
1,10,Run,Rush,4.0,O,SMHS,SERVITE,,,,,0,0,0,-27,R,1,L,DBLS,LA,L,,SMHS,Servite,SMHS,Servite,3,1,BASE,,,,,,,22.0,"Jaion ""Duce"" Smith",P,Y,,,,,,,,,,,,,,RPO,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Servite,9,2,,0,127,0.0
2,6,Run,Rush,4.0,O,SMHS,SERVITE,,,,,0,0,0,-31,R,1,L,TREY,OHIO,L,,SMHS,Servite,SMHS,Servite,4,1,BASE,,,,,,,22.0,"Jaion ""Duce"" Smith",STR,Y,,,,,,,,,,,,,,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Servite,9,3,,0,131,0.0
3,2,Pass,Complete,7.0,O,SMHS,SERVITE,,,,,0,0,0,-35,R,1,L,TREY,SMASH,L,,SMHS,Servite,SMHS,Servite,5,1,BASE,,,1.0,John Gazzaniga,,,,,STR,Y,,,,,,LASER,,,,,,,,MOVEMENT,,,,,,,,,,,Servite,9,4,,0,135,1.0
1,10,Pass,Incomplete,0.0,O,SMHS,SERVITE,,,,,0,0,0,-42,L,1,BAL,OPEN,NASCAR 6,R,,SMHS,Servite,SMHS,Servite,6,1,OPEN,,,1.0,John Gazzaniga,,,,,,N,,,,,6.0,ROPE,,,,,,,,MOVEMENT,,,,,,,,,,,Servite,9,5,,0,142,1.0
2,10,Pass,Complete,7.0,O,SMHS,SERVITE,,,,,0,0,0,-42,L,1,BAL,OPEN,HOOK SWITCH,L,,SMHS,Servite,SMHS,Servite,7,1,OPEN,,,1.0,John Gazzaniga,4.0,Trent Mosley,,,,Y,,,,,,62,,,,,,,,DROPBACK,,4.0,Trent Mosley,,,,,,,,Servite,9,6,,0,142,1.0
2,3,Run,Rush,8.0,O,SMHS,SERVITE,,,,,0,0,0,-49,L,1,R,TREY,IOWA,R,,SMHS,Servite,SMHS,Servite,8,1,TREY,,,,,,,1.0,John Gazzaniga,STR,Y,,,,,,,,,,,,,,RUN,,1.0,John Gazzaniga,,,,,,,,Servite,9,7,,0,149,0.0
3,95,Run,Rush,5.0,O,SMHS,SERVITE,,,,,0,0,0,43,M,1,R,TREY,FREMONT,R,,SMHS,Servite,SMHS,Servite,9,1,,,,,,,,4.0,Trent Mosley,STR,N,,,,,,,,,,,,,,RUN,,4.0,Trent Mosley,,,,,,,,Servite,9,8,,0,57,0.0
3,90,Pass,Complete,36.0,O,SMHS,SERVITE,,,,,0,0,0,38,R,1,BAL,OPEN,NASCAR 4,L,,SMHS,Servite,SMHS,Servite,10,1,,,,1.0,John Gazzaniga,,,,,,N,,,,,4.0,63,,,,,,,,DROPBACK,,,,,,,,,,,Servite,9,9,,0,62,1.0
1,2,Pass,Incomplete,0.0,O,SMHS,SERVITE,,,,,0,0,0,2,R,1,R,SWEET PEA,DIVE,L,,SMHS,Servite,SMHS,Servite,11,1,SWEET PEA,,,1.0,John Gazzaniga,,,,,DIAMOND,N,,,,,,,,,,,,,,RUN,,,,,,,,,,,Servite,9,10,,0,98,1.0
2,2,Run,Rush,1.0,O,SMHS,SERVITE,,,,,0,0,0,2,R,1,R,SWEET PEA,DIVE,R,,SMHS,Servite,SMHS,Servite,12,1,SWEET PEA,,,,,,,44.0,Leki Holani,DIAMOND,Y,,,,,,,,,,,,,,RUN,,44.0,Leki Holani,,,,,,,,Servite,9,11,,0,98,0.0
3,1,Run,"Rush, TD",1.0,O,SMHS,SERVITE,1.0,,,,6,0,6,1,R,1,R,SWEET PEA,POWER,R,,SMHS,Servite,SMHS,Servite,13,1,SWEET PEA,,,,,,,4.0,Trent Mosley,DIAMOND,Y,,,,,,,,,,,,,,RUN,,4.0,Trent Mosley,,,,,,,,Servite,9,12,,6,99,0.0
1,10,Pass,Penalty,15.0,O,SMHS,SERVITE,,,,,9,0,9,-38,R,2,L,TREY,STREAKS,L,,SMHS,Servite,SMHS,Servite,22,1,,,,1.0,John Gazzaniga,,,,,STR,Y,,,,,,THOR,,,,,,,,DROPBACK,,,,,,,,,,,Servite,9,13,,9,138,1.0
1,10,Run,Rush,0.0,O,SMHS,SERVITE,,,,,9,0,9,47,R,2,L,TREY,IOWA,R,,SMHS,Servite,SMHS,Servite,23,1,,,,,,,,22.0,"Jaion ""Duce"" Smith",STR,N,,,,,,,,,,,,,,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Servite,9,14,,9,53,0.0
2,10,Pass,Complete,45.0,O,SMHS,SERVITE,,,,,9,0,9,47,R,2,L,TREY,JORDAN,L,,SMHS,Servite,SMHS,Servite,24,1,,,,1.0,John Gazzaniga,4.0,Trent Mosley,,,STR,N,,,,,,,,,,,,,,NAKED,,4.0,Trent Mosley,,,,,,,,Servite,9,15,,9,53,1.0
1,2,Pass,"Complete, TD",2.0,O,SMHS,SERVITE,1.0,,,,15,0,15,2,L,2,R,TREY,SHALLOW,L,,SMHS,Servite,SMHS,Servite,25,1,,,,1.0,John Gazzaniga,22.0,"Jaion ""Duce"" Smith",,,WK,Y,,,,,,SCAT,,,,,,,,DROPBACK,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Servite,9,16,,15,98,1.0
1,10,Pass,Complete,0.0,O,SMHS,SERVITE,,,,,16,8,8,-31,R,3,R,TREY,LIZARD,R,,SMHS,Servite,SMHS,Servite,48,2,,,,1.0,John Gazzaniga,,,,,STR,N,,,,,,LIZARD,,,,,,,,SCREEN,,,,,,,,,,,Servite,9,17,,8,131,1.0
2,10,Pass,Complete,3.0,O,SMHS,SERVITE,,,,,16,8,8,-31,R,3,L,NUB,RENO,L,,SMHS,Servite,SMHS,Servite,49,2,,,,1.0,John Gazzaniga,2.0,Jonah Smith,,,P,N,,,,,,,,,,,,,,RPO,,2.0,Jonah Smith,,,,,,,,Servite,9,18,,8,131,1.0
3,7,Pass,Complete,8.0,O,SMHS,SERVITE,,,,,16,8,8,-34,L,3,R,CLAMP,SWIRL,R,,SMHS,Servite,SMHS,Servite,50,2,,BASH,R,1.0,John Gazzaniga,2.0,Jonah Smith,,,WK,Y,,,,,,62,,,,,,,,DROPBACK,,2.0,Jonah Smith,,,,,,,,Servite,9,19,,8,134,1.0
1,10,Run,Rush,5.0,O,SMHS,SERVITE,,,,,16,8,8,-42,M,3,L,TRIPS,LA,R,,SMHS,Servite,SMHS,Servite,51,2,,,,,,,,,,STR,Y,,,,,,,,,,,,,,RPO,,,,,,,,,,,Servite,9,20,,8,142,0.0
2,5,Run,Rush,5.0,O,SMHS,SERVITE,,,,,16,8,8,-47,R,3,L,TREY,OHIO,L,,SMHS,Servite,SMHS,Servite,52,2,BASE,,,,,,,,,STR,Y,,,,,,,,,,,,,,RUN,,,,,,,,,,,Servite,9,21,,8,147,0.0
3,100,Run,Rush,1.0,O,SMHS,SERVITE,,,,,16,8,8,48,M,3,L,NUB,RENO,R,,SMHS,Servite,SMHS,Servite,53,2,,,,,,,,,,WK,N,,,,,,,,,,,,,,RPO,,,,,,,,,,,Servite,9,22,,8,52,0.0
1,99,Run,Rush,0.0,O,SMHS,SERVITE,,,,,16,8,8,47,R,3,R,DBLS,PLOW,R,,SMHS,Servite,SMHS,Servite,54,2,,,,,,,,,,P,N,,,,,,,,,,,,,,RUN,,,,,,,,,,,Servite,9,23,,8,53,0.0
2,10,Run,Rush,10.0,O,SMHS,SERVITE,,,,,16,8,8,47,R,3,R,DBLS,RENO,L,,SMHS,Servite,SMHS,Servite,55,2,,X OVER,L,,,,,22.0,"Jaion ""Duce"" Smith",STR,Y,,,,,,,,,,,,,,RPO,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Servite,9,24,,8,53,0.0
1,10,Pass,Complete,11.0,O,SMHS,SERVITE,,,,,16,8,8,37,M,3,R,TREO,73,L,,SMHS,Servite,SMHS,Servite,56,2,BASE,,,1.0,John Gazzaniga,,,,,STR,Y,,,,,,73,,,,,,,,SCREEN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Servite,9,25,,8,63,1.0
1,10,Run,Rush,9.0,O,SMHS,SERVITE,,,,,16,8,8,26,L,3,R,DBLS,KANSAS,L,,SMHS,Servite,SMHS,Servite,57,2,,,,,,,,22.0,"Jaion ""Duce"" Smith",STR,Y,,,,,,,,,,,,,,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Servite,9,26,,8,74,0.0
2,1,Run,Rush,-1.0,O,SMHS,SERVITE,,,,,16,8,8,17,L,3,L,DBLS,LA,L,,SMHS,Servite,SMHS,Servite,58,2,,X HOP,R,,,,,22.0,"Jaion ""Duce"" Smith",STR,N,,,,,,,,,,,,,,RPO,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Servite,9,27,,8,83,0.0
3,2,Pass,Complete,-1.0,O,SMHS,SERVITE,,,,,16,8,8,18,L,3,L,DEUCE,72,R,,SMHS,Servite,SMHS,Servite,59,2,BASE,,R,1.0,John Gazzaniga,22.0,"Jaion ""Duce"" Smith",,,STR,N,,,,,,72,,,,,,,,SCREEN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Servite,9,28,,8,82,1.0
4,3,Pass,Complete,16.0,O,SMHS,SERVITE,,,,,16,8,8,19,L,3,L,FIB EMPTY,DISNEY,R,,SMHS,Servite,SMHS,Servite,60,2,,F CROSS,R,1.0,John Gazzaniga,2.0,Jonah Smith,,,EMPTY,Y,,,,,,SCAT,,,,,,,,DROPBACK,,2.0,Jonah Smith,,,,,,,,Servite,9,29,,8,81,1.0
1,3,Run,"Rush, TD",3.0,O,SMHS,SERVITE,1.0,,,,22,8,14,3,M,3,R,PAIR,18,R,,SMHS,Servite,SMHS,Servite,61,2,,,,,,,,9.0,James Johnson,STR,Y,,,,,,,,,,,,,,Q RUN,,9.0,James Johnson,,,,,,,,Servite,9,30,,14,97,0.0
1,10,Pass,Incomplete,0.0,O,SMHS,SERVITE,,,,,23,8,15,-47,R,4,L,TRIPLE,SMASH MOON,L,,SMHS,Servite,SMHS,Servite,69,2,,,,1.0,John Gazzaniga,,,,,EMPTY,N,,,,,,LASER,,,,,,,,MOVEMENT,,,,,,,,,,,Servite,9,31,,15,147,1.0
2,10,Pass,Complete,19.0,O,SMHS,SERVITE,,,,,23,8,15,-47,R,4,L,TRIPLE,ICE,L,,SMHS,Servite,SMHS,Servite,70,2,,,,1.0,John Gazzaniga,4.0,Trent Mosley,,,EMPTY,Y,,,,,,,,,,,,,,QUICK,,4.0,Trent Mosley,,,,,,,,Servite,9,32,,15,147,1.0
1,10,Pass,Complete,6.0,O,SMHS,SERVITE,,,,,23,8,15,34,L,4,R,TRIPLE,HOOK SWITCH,R,,SMHS,Servite,SMHS,Servite,71,2,,,,1.0,John Gazzaniga,,,,,EMPTY,N,,,,,,SCAT,,,,,,,,DROPBACK,,,,,,,,,,,Servite,9,33,,15,66,1.0
1,10,Pass,Incomplete,0.0,O,SMHS,SERVITE,,,,,23,8,15,-33,R,5,L,TREO,SMASH,L,,SMHS,Servite,SMHS,Servite,80,3,,Y LONG,R,1.0,John Gazzaniga,,,,,STR,N,,,,,,LASER,,,,,,,,MOVEMENT,,,,,,,,,,,Servite,9,34,,15,133,1.0
2,10,Run,Rush,2.0,O,SMHS,SERVITE,,,,,23,8,15,-33,R,5,R,DEUCE,BOSTON,L,,SMHS,Servite,SMHS,Servite,81,3,,SPIRIT,,,,,,22.0,"Jaion ""Duce"" Smith",STR,N,,,,,27.0,,,,,,,,,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Servite,9,35,,15,133,0.0
3,8,Pass,Interception,0.0,O,SMHS,SERVITE,,,,,23,8,15,-35,R,5,L,TREO,SWIRL,L,,SMHS,Servite,SMHS,Servite,82,3,,,,1.0,John Gazzaniga,,,,,WK,N,,,,,,62,,,,,,,,DROPBACK,,,,,,,,,,,Servite,9,36,,15,135,1.0
1,10,Pass,Complete,4.0,O,SMHS,SERVITE,,,,,23,8,15,-44,L,6,R,DIXIE,RENO,L,,SMHS,Servite,SMHS,Servite,87,3,,,,1.0,John Gazzaniga,4.0,Trent Mosley,,,STR,Y,,,,,,,,,,,,,,RPO,,4.0,Trent Mosley,,,,,,,,Servite,9,37,,15,144,1.0
2,6,Run,Rush,3.0,O,SMHS,SERVITE,,,,,23,8,15,-48,L,6,R,DIXIE,RENO,R,,SMHS,Servite,SMHS,Servite,88,3,,,,,,,,22.0,"Jaion ""Duce"" Smith",STR,Y,,,,,,,,,,,,,,RPO,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Servite,9,38,,15,148,0.0
3,3,Pass,Complete,8.0,O,SMHS,SERVITE,,,,,23,8,15,49,L,6,R,NUB,SMASH,R,,SMHS,Servite,SMHS,Servite,89,3,,,,1.0,John Gazzaniga,2.0,Jonah Smith,,,STR,Y,,,,,,ROPE,,,,,,,,MOVEMENT,,2.0,Jonah Smith,,,,,,,,Servite,9,39,,15,51,1.0
1,10,Run,Rush,31.0,O,SMHS,SERVITE,,,,,23,8,15,41,R,6,L,TREY,PHILLY,R,,SMHS,Servite,SMHS,Servite,90,3,,,,,,,,22.0,"Jaion ""Duce"" Smith",WK,Y,,,,,,,,,,,,,,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Servite,9,40,,15,59,0.0
2,10,Pass,Penalty,-5.0,O,SMHS,SERVITE,,,,,23,8,15,10,R,6,BAL,OPEN,DEVIL,R,,SMHS,Servite,SMHS,Servite,91,3,,,,1.0,John Gazzaniga,,,,,,N,,,,,,SCAT,,,,,,,,DROPBACK,,,,,,,,,,,Servite,9,41,,15,90,1.0
1,15,Run,Rush,3.0,O,SMHS,SERVITE,,,,,23,8,15,15,R,6,L,TREY,SMOKE,R,,SMHS,Servite,SMHS,Servite,92,3,,,,,,,,22.0,"Jaion ""Duce"" Smith",STR,N,,,,,,LASER,,,,,,,,MOVEMENT,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Servite,9,42,,15,85,0.0
2,12,Run,"Rush, TD",12.0,O,SMHS,SERVITE,1.0,,,,29,8,21,12,R,6,L,EMPTY,RAT,L,,SMHS,Servite,SMHS,Servite,93,3,,B WEST,L,,,,,1.0,John Gazzaniga,EMPTY,Y,,,,,,RAT,,,,,,,,PRO,,1.0,John Gazzaniga,,,,,,,,Servite,9,43,,21,88,0.0
1,10,Run,Rush,2.0,O,SMHS,SERVITE,,,,,30,8,22,41,R,7,L,NUB,OHIO,R,,SMHS,Servite,SMHS,Servite,101,3,BASE,,,,,,,,,P,N,,,,,,,,,,,,,,RUN,,,,,,,,,,,Servite,9,44,,22,59,0.0
2,8,Run,Rush,8.0,O,SMHS,SERVITE,,,,,30,8,22,39,R,7,L,NUB,Q RENO,R,,SMHS,Servite,SMHS,Servite,102,3,,,,,,,,9.0,James Johnson,WK,Y,,,,,,,,,,,,,,RPO,,9.0,James Johnson,,,,,,,,Servite,9,45,,22,61,0.0
1,10,Run,Rush,1.0,O,SMHS,SERVITE,,,,,30,8,22,31,R,7,L,NUB,IOWA,L,,SMHS,Servite,SMHS,Servite,103,3,,,,,,,,,,WK,N,,,,,,,,,,,,,,RUN,,,,,,,,,,,Servite,9,46,,22,69,0.0
2,9,Pass,"Complete, TD",30.0,O,SMHS,SERVITE,1.0,,,,36,8,28,30,M,7,L,TREY,STREAKS,R,,SMHS,Servite,SMHS,Servite,104,4,,,,1.0,John Gazzaniga,,,,,WK,Y,,,,,,THOR,,,,,,,,DROPBACK,,,,,,,,,,,Servite,9,47,,28,70,1.0
2,71,Run,Rush,3.0,O,SMHS,SERVITE,,,,,37,8,29,29,L,8,L,DIAPER,Q OHIO,R,,SMHS,Servite,SMHS,Servite,109,4,,,,,,,,6.0,Hayes Cloutier,EMPTY,N,,,,,,,,,,,,,,Q RUN,,6.0,Hayes Cloutier,,,,,,,,Servite,9,48,,29,71,0.0
3,68,Pass,Complete,8.0,O,SMHS,SERVITE,,,,,37,8,29,26,M,8,L,TRIPLE,Q PHILLY,R,,SMHS,Servite,SMHS,Servite,110,4,,,,6.0,Hayes Cloutier,,,,,EMPTY,N,,,,,,,,,,,,,,RPO,,,,,,,,,,,Servite,9,49,,29,74,1.0
1,60,Run,Rush,4.0,O,SMHS,SERVITE,,,,,37,8,29,18,R,8,L,TRIPLE,Q KANSAS,L,,SMHS,Servite,SMHS,Servite,111,4,,,,,,,,6.0,Hayes Cloutier,EMPTY,N,,,,,,,,,,,,,,Q RUN,,6.0,Hayes Cloutier,,,,,,,,Servite,9,50,,29,82,0.0
2,10,Pass,Incomplete,0.0,O,SMHS,SERVITE,,,,,37,8,29,14,R,8,L,TREY,PHILLY,L,,SMHS,Servite,SMHS,Servite,112,4,,,,6.0,Hayes Cloutier,,,,,STR,N,,,,,,,,,,,,,,RUN,,,,,,,,,,,Servite,9,51,,29,86,1.0
3,10,Run,"Rush, TD",14.0,O,SMHS,SERVITE,1.0,,,,43,8,35,14,R,8,R,DBLS B,Q KANSAS,R,,SMHS,Servite,SMHS,Servite,113,4,,,,,,,,6.0,Hayes Cloutier,EMPTY,Y,,,,,,,,,,,,,,Q RUN,,6.0,Hayes Cloutier,,,,,,,,Servite,9,52,,35,86,0.0
1,10,Run,Rush,3.0,O,SMHS,SERVITE,,,,,44,8,36,-48,M,9,BAL,SOLO,MISSOURI,L,,SMHS,Servite,SMHS,Servite,122,4,,,,,,,,25.0,Griffin Brahm,P,N,,,,,,,,,,,,,,RUN,,25.0,Griffin Brahm,,,,,,,,Servite,9,53,,36,148,0.0
2,7,Run,Rush,0.0,O,SMHS,SERVITE,,,,,44,8,36,49,L,9,BAL,SOLO,MISSOURI,L,,SMHS,Servite,SMHS,Servite,123,4,,,,,,,,25.0,Griffin Brahm,P,N,,,,,,,,,,,,,,RUN,,25.0,Griffin Brahm,,,,,,,,Servite,9,54,,36,51,0.0
3,7,Run,Rush,0.0,O,SMHS,SERVITE,,,,,44,8,36,49,L,9,BAL,SOLO,MISSOURI,L,,SMHS,Servite,SMHS,Servite,124,4,,,,,,,,25.0,Griffin Brahm,P,N,,,,,,,,,,,,,,RUN,,25.0,Griffin Brahm,,,,,,,,Servite,9,55,,36,51,0.0
3,10,Pass,Incomplete,0.0,O,SMHS,INGLEWOOD,,,,,0,0,0,-41,R,1,BAL,OPEN,F OPTION,L,,SMHS,Inglewood High School,SMHS,Inglewood High School,6,1,BASE,,,1.0,John Gazzaniga,,,,,,N,,,,,,SCAT,,,,,,,,QUICK,,,,,,,,,,,Inglewood High School,1,1,,0,141,1.0
1,10,Pass,"Complete, TD",40.0,O,SMHS,INGLEWOOD,1.0,,,,8,0,8,40,M,2,BAL,OPEN,STREAK SWITCH,R,,SMHS,Inglewood High School,SMHS,Inglewood High School,14,1,10,,,1.0,John Gazzaniga,,,,,,Y,,,,,,63,,,,,,,,DROPBACK,,,,,,,,,,,Inglewood High School,1,2,,8,60,1.0
1,10,Pass,"Complete, TD",72.0,O,SMHS,INGLEWOOD,1.0,,,,15,7,8,-28,L,3,BAL,TURTLE,SPECIAL,R,,SMHS,Inglewood High School,SMHS,Inglewood High School,34,1,SPEED,BOY,R,1.0,John Gazzaniga,,,,,,Y,,,,,,SCAT,,,,,,,,DROPBACK,,,,,,,,,,,Inglewood High School,1,3,,8,128,1.0
1,10,Pass,Scramble,9.0,O,SMHS,INGLEWOOD,,,,,16,7,9,-42,M,4,L,DBLS,SPECIAL,L,,SMHS,Inglewood High School,SMHS,Inglewood High School,42,1,BASE,X OVER,L,,,,,1.0,John Gazzaniga,STR,Y,,,,,,62,,,,,,,,PLAY ACTION,,,,,,,,,,,Inglewood High School,1,4,,9,142,1.0
2,1,Run,Rush,0.0,O,SMHS,INGLEWOOD,,,,,16,7,9,49,L,4,R,NUB,LA,L,,SMHS,Inglewood High School,SMHS,Inglewood High School,43,1,BASE,,,,,,,22.0,"Jaion ""Duce"" Smith",WK,N,,,,,,,,,,,,,,RPO,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Inglewood High School,1,5,,9,51,0.0
3,1,Run,Rush,7.0,O,SMHS,INGLEWOOD,,,,,16,7,9,49,L,4,R,NUB,OHIO,L,,SMHS,Inglewood High School,SMHS,Inglewood High School,44,1,BASE,,,,,,,22.0,"Jaion ""Duce"" Smith",WK,Y,,,,,,,,,,,,,,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Inglewood High School,1,6,,9,51,0.0
1,10,Pass,Complete,16.0,O,SMHS,INGLEWOOD,,,,,16,7,9,42,L,4,R,NUB,POLLY,L,,SMHS,Inglewood High School,SMHS,Inglewood High School,45,2,BASE,,,1.0,John Gazzaniga,,,,,WK,Y,,,,,,POLLY,,,,,,,,PLAY ACTION,,,,,,,,,,,Inglewood High School,1,7,,9,58,1.0
1,10,Pass,Complete,13.0,O,SMHS,INGLEWOOD,,,,,16,7,9,26,L,4,R,NUB,BARB,R,,SMHS,Inglewood High School,SMHS,Inglewood High School,46,2,BASE,X OVER,L,1.0,John Gazzaniga,4.0,Trent Mosley,,,STR,Y,,,,,,ROPE,,,,,,,,MOVEMENT,,4.0,Trent Mosley,,,,,,,,Inglewood High School,1,8,,9,74,1.0
1,10,Pass,Incomplete,0.0,O,SMHS,INGLEWOOD,,,,,16,7,9,13,R,4,L,TREY,IOWA,R,,SMHS,Inglewood High School,SMHS,Inglewood High School,47,2,BASE,,,1.0,John Gazzaniga,,,,,STR,N,,,,,,,,,,,,,,RUN,,,,,,,,,,,Inglewood High School,1,9,,9,87,1.0
2,10,Pass,Complete,2.0,O,SMHS,INGLEWOOD,,,,,16,7,9,13,R,4,L,TREY,STITCH,L,,SMHS,Inglewood High School,SMHS,Inglewood High School,48,2,BASE,,,1.0,John Gazzaniga,2.0,Jonah Smith,,,WK,N,,,,,,THOR,,,,,,,,QUICK,,2.0,Jonah Smith,,,,,,,,Inglewood High School,1,10,,9,87,1.0
3,8,Pass,Complete,9.0,O,SMHS,INGLEWOOD,,,,,16,7,9,11,L,4,L,DBLS,SHALLOW,L,,SMHS,Inglewood High School,SMHS,Inglewood High School,49,2,BASE,,,1.0,John Gazzaniga,2.0,Jonah Smith,,,STR,Y,,,,,,SCAT,,,,,,,,DROPBACK,,2.0,Jonah Smith,,,,,,,,Inglewood High School,1,11,,9,89,1.0
1,2,Run,"Rush, TD",2.0,O,SMHS,INGLEWOOD,1.0,,,,22,7,15,2,L,4,BAL,POPEYE,POWER,L,,SMHS,Inglewood High School,SMHS,Inglewood High School,50,2,POPEYE,,,,,,,4.0,Trent Mosley,,Y,,,,,,,,,,,,,,RUN,,4.0,Trent Mosley,,,,,,,,Inglewood High School,1,12,,15,98,0.0
1,10,Pass,Complete,45.0,O,SMHS,INGLEWOOD,,,,,23,7,16,-35,R,5,L,TREY,NIKE SAIL,L,,SMHS,Inglewood High School,SMHS,Inglewood High School,59,2,BASE,,,1.0,John Gazzaniga,4.0,Trent Mosley,,,STR,Y,,,,,,NIKE,,,,,,,,NAKED,,4.0,Trent Mosley,,,,,,,,Inglewood High School,1,13,,16,135,1.0
1,10,Pass,Complete,2.0,O,SMHS,INGLEWOOD,,,,,23,7,16,20,L,5,R,TREO,RAM,R,,SMHS,Inglewood High School,SMHS,Inglewood High School,60,2,POPEYE,,,1.0,John Gazzaniga,2.0,Jonah Smith,,,WK,N,,,,,,RAM,,,,,,,,SCREEN,,2.0,Jonah Smith,,,,,,,,Inglewood High School,1,14,,16,80,1.0
2,8,Run,"Rush, TD",18.0,O,SMHS,INGLEWOOD,1.0,,,,29,7,22,18,R,5,L,TREY,IOWA,L,,SMHS,Inglewood High School,SMHS,Inglewood High School,61,2,BASE,,,,,,,4.0,Trent Mosley,STR,Y,,,,,,,,,,,,,,RUN,,4.0,Trent Mosley,,,,,,,,Inglewood High School,1,15,,22,82,0.0
1,10,Pass,"Complete, TD",45.0,O,SMHS,INGLEWOOD,1.0,,,,36,7,29,45,R,6,BAL,OPEN,NASCAR 4,R,,SMHS,Inglewood High School,SMHS,Inglewood High School,70,2,10,,,1.0,John Gazzaniga,,,,,,Y,,,,,4.0,62,,,,,,,,PLAY ACTION,,,,,,,,,,,Inglewood High School,1,16,,29,55,1.0
