dn,dist,play_type,result,gain/loss,odk,off,def,td,xp,2pt,fg,sm_score,opponent_score,differential,yard_ln,hash,series,off_str,off_form,off_play,play_direction,ret_yards,team,opp_team,home,away,play_#,qtr,personnel,motion,motion_dir,passer_jersey,passer_name,receiver_jersey,receiver_name,rusher_jersey,rusher_name,backfield,eff,opp_rusher,opp_passer,opp_receiver,comment,tempo,protection,def_call,fs_jersey,fs_name,fs_grd,rb*_jersey,rb*_name,rb*_grade,play_category,km_notes,ball_carrier_jersey,ball_carrier_name,bs,stud_grd,concept,2_min_o,rpo,def_front,blitz,game,game_id,play_id,game_seconds_remaining,score_differential,yardline_100,play_type_encoded
2,10,Pass,Rush,16.0,O,SMHS,LEUZINGER,,,,,0,0,0,49,M,1,L,QUEEN,REEBOK SLIDE,R,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,9,1,12,,,,,,,1.0,John Gazzaniga,P,Y,,,,,,REEBOK,,,,,25.0,Griffin Brahm,1.0,NAKED,,1.0,John Gazzaniga,,,,,,,,Leuzinger High School,3,7,,0,51,1.0
1,10,Run,Rush,5.0,O,SMHS,LEUZINGER,,,,,0,0,0,33,R,1,R,QUEEN,OHIO,R,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,10,1,12,,,,,,,22.0,"Jaion ""Duce"" Smith",P,Y,,,,,,,,,,,25.0,Griffin Brahm,1.0,RUN,,25.0,Griffin Brahm,,,,,,,,Leuzinger High School,3,8,,0,67,0.0
2,5,Pass,Penalty,0.0,O,SMHS,LEUZINGER,,,,,0,0,0,28,R,1,R,QUEEN,STREAKS,R,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,11,1,12,,,1.0,John Gazzaniga,,,,,P,N,,,,,,82,,,,,25.0,Griffin Brahm,1.0,DROPBACK,,,,,,,,,,,Leuzinger High School,3,9,,0,72,1.0
3,5,Run,Rush,5.0,O,SMHS,LEUZINGER,,,,,0,0,0,28,R,1,R,DBLS,OHIO,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,12,1,BASE,,,,,,,22.0,"Jaion ""Duce"" Smith",STR,Y,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Leuzinger High School,3,10,,0,72,0.0
1,10,Run,Rush,3.0,O,SMHS,LEUZINGER,,,,,0,0,0,23,M,1,L,QUEEN,29,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,13,1,12,,,,,,,22.0,"Jaion ""Duce"" Smith",P,N,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Leuzinger High School,3,11,,0,77,0.0
2,7,Run,Rush,4.0,O,SMHS,LEUZINGER,,,,,0,0,0,20,L,1,L,QUEEN,INDIANA,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,14,1,12,,,,,,,22.0,"Jaion ""Duce"" Smith",WK,Y,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Leuzinger High School,3,12,,0,80,0.0
3,3,Run,Rush,2.0,O,SMHS,LEUZINGER,,,,,0,0,0,17,L,1,L,PAIR,KANSAS,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,15,1,12,,,,,,,22.0,"Jaion ""Duce"" Smith",P,Y,,,,,,,,,,,25.0,Griffin Brahm,1.0,RUN,,25.0,Griffin Brahm,,,,,,,,Leuzinger High School,3,13,,0,83,0.0
4,4,Run,"Rush, TD",14.0,O,SMHS,LEUZINGER,1.0,,,,6,0,6,14,L,1,BAL,POPEYE,POWER,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,16,1,POPEYE,,,,,,,22.0,"Jaion ""Duce"" Smith",,Y,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Leuzinger High School,3,14,,6,86,0.0
1,10,Run,Rush,6.0,O,SMHS,LEUZINGER,,,,,7,0,7,-33,L,2,R,DEUCE,INDIANA,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,26,1,BASE,BLAST,,,,,,22.0,"Jaion ""Duce"" Smith",WK,Y,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Leuzinger High School,3,15,,7,133,0.0
2,4,Run,Rush,-1.0,O,SMHS,LEUZINGER,,,,,7,0,7,-39,L,2,R,TREY,28,R,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,27,1,BASE,,,,,,,22.0,"Jaion ""Duce"" Smith",P,N,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Leuzinger High School,3,16,,7,139,0.0
3,5,Pass,Scramble,11.0,O,SMHS,LEUZINGER,,,,,7,0,7,-38,M,2,BAL,CLAMP,SUPERMAN,R,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,28,1,BASE,BASH,R,,,,,1.0,John Gazzaniga,,Y,,,,,,SCAT,,,,,22.0,"Jaion ""Duce"" Smith",1.0,DROPBACK,,,,,,,,,,,Leuzinger High School,3,17,,7,138,1.0
1,10,Run,Rush,-10.0,O,SMHS,LEUZINGER,,,,,7,0,7,-49,R,2,R,DBLS,PLOW,R,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,29,1,BASE,,,,,,,22.0,"Jaion ""Duce"" Smith",P,N,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Leuzinger High School,3,18,,7,149,0.0
2,20,Pass,Complete,3.0,O,SMHS,LEUZINGER,,,,,7,0,7,-39,R,2,L,CLAMP,ALCATRAZ,R,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,30,1,BASE,BASH,,1.0,John Gazzaniga,,,,,STR,N,,,,,,LASER,,,,,22.0,"Jaion ""Duce"" Smith",1.0,SCREEN,,,,,,,,,,,Leuzinger High School,3,19,,7,139,1.0
3,17,Pass,Incomplete,0.0,O,SMHS,LEUZINGER,,,,,7,0,7,-42,R,2,L,HOUSE,CALI,R,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,31,1,BASE,,,9.0,James Johnson,,,,,EMPTY,N,,,,,,SCAT,,,,,22.0,"Jaion ""Duce"" Smith",1.0,DROPBACK,,,,,,,,,,,Leuzinger High School,3,20,,7,142,1.0
1,10,Run,Rush,-2.0,O,SMHS,LEUZINGER,,,,,7,0,7,-30,L,3,L,DBLS,IOWA,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,42,2,BASE,,,,,,,22.0,"Jaion ""Duce"" Smith",STR,N,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Leuzinger High School,3,21,,7,130,0.0
2,12,Pass,Incomplete,0.0,O,SMHS,LEUZINGER,,,,,7,0,7,-28,L,3,BAL,OPEN,NASCAR 2,R,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,43,2,BASE,,,9.0,James Johnson,,,,,P,N,,,,,2.0,62,,,,,22.0,"Jaion ""Duce"" Smith",1.0,PLAY ACTION,,,,,,,,,,,Leuzinger High School,3,22,,7,128,1.0
3,12,Pass,Incomplete,0.0,O,SMHS,LEUZINGER,,,,,7,0,7,-28,L,3,L,DBLS,B OPTION,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,44,2,PONY,BOY,,9.0,James Johnson,,,,,WK,N,,,,,,SCAT,,,,,,,1.0,QUICK,,,,,,,,,,,Leuzinger High School,3,23,,7,128,1.0
1,10,Run,Rush,-1.0,O,SMHS,LEUZINGER,,,,,7,0,7,-12,L,4,L,DBLS,PLOW,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,54,2,BASE,,,,,,,22.0,"Jaion ""Duce"" Smith",P,Y,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Leuzinger High School,3,24,,7,112,0.0
2,11,Pass,Incomplete,0.0,O,SMHS,LEUZINGER,,,,,7,0,7,-11,L,4,L,DBLS,STITCH,R,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,55,2,BASE,,,1.0,John Gazzaniga,,,,,P,N,,,,,,82,,,,,22.0,"Jaion ""Duce"" Smith",1.0,PLAY ACTION,,,,,,,,,,,Leuzinger High School,3,25,,7,111,1.0
3,11,Pass,Complete,16.0,O,SMHS,LEUZINGER,,,,,7,0,7,-11,L,4,R,NUB,TSUNAMI,R,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,56,2,BASE,,,1.0,John Gazzaniga,,,,,STR,Y,,,,,,ROPE,,,,,22.0,"Jaion ""Duce"" Smith",1.0,MOVEMENT,,,,,,,,,,,Leuzinger High School,3,26,,7,111,1.0
1,10,,Penalty,-5.0,O,SMHS,LEUZINGER,,,,,7,0,7,-27,R,4,BAL,ACE,BULL NOW,,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,57,2,BASE,,,,,,,,,P,N,,,,,1.0,,,,,,,,,RPO,,,,,,,,,,,Leuzinger High School,3,27,,7,127,
1,10,Run,Rush,0.0,O,SMHS,LEUZINGER,,,,,7,0,7,-22,R,4,BAL,OPEN,BULL BUBBLE,R,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,58,2,BASE,,,,,,,22.0,"Jaion ""Duce"" Smith",P,N,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,RPO,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Leuzinger High School,3,28,,7,122,0.0
2,15,Pass,Penalty,-10.0,O,SMHS,LEUZINGER,,,,,7,0,7,-22,R,4,BAL,OPEN,NASCAR 4,R,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,59,2,BASE,,,1.0,John Gazzaniga,87.0,Fisher Melton,,,P,N,,,,,4.0,63,,,,,22.0,"Jaion ""Duce"" Smith",1.0,PLAY ACTION,,87.0,Fisher Melton,,,,,,,,Leuzinger High School,3,29,,7,122,1.0
2,25,,Timeout,0.0,O,SMHS,LEUZINGER,,,,,7,0,7,-12,R,4,R,TRIPLE,,,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,60,2,,,,,,,,,,EMPTY,N,,,,,,,,,,,,,,,,,,,,,,,,,Leuzinger High School,3,30,,7,112,
3,25,Pass,Complete,32.0,O,SMHS,LEUZINGER,,,,,7,0,7,-12,R,4,L,TRIPLE,TON,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,61,2,PONY,,L,1.0,John Gazzaniga,,,,,EMPTY,Y,,,,,,THOR,,,,,,,1.0,DROPBACK,,,,,,X OVR,,,,,Leuzinger High School,3,31,,7,112,1.0
1,10,Run,Rush,27.0,O,SMHS,LEUZINGER,,,,,7,0,7,-44,L,4,R,HOUSE,Q OHIO,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,62,2,PONY,,,,,,,1.0,John Gazzaniga,EMPTY,Y,,,,,,,,,,,16.0,Joaquin Cooke,0.0,Q RUN,,1.0,John Gazzaniga,,,,,,,,Leuzinger High School,3,32,,7,144,0.0
1,10,Run,Rush,6.0,O,SMHS,LEUZINGER,,,,,7,0,7,29,L,4,R,HOUSE,Q OHIO,R,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,63,2,PONY,,,,,,,1.0,John Gazzaniga,EMPTY,Y,,,,,,,,,,,16.0,Joaquin Cooke,0.0,Q RUN,,1.0,John Gazzaniga,,,,,,,,Leuzinger High School,3,33,,7,71,0.0
2,4,Pass,Complete,-1.0,O,SMHS,LEUZINGER,,,,,7,0,7,23,L,4,L,DEUCE,HOOSIER,R,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,64,2,BASE,,,1.0,John Gazzaniga,87.0,Fisher Melton,,,STR,N,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,RPO,,87.0,Fisher Melton,,,,,,,,Leuzinger High School,3,34,,7,77,1.0
3,5,Run,Rush,2.0,O,SMHS,LEUZINGER,,,,,7,0,7,24,R,4,L,TREY,OHIO,R,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,65,2,BASE,,,,,,,22.0,"Jaion ""Duce"" Smith",P,N,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Leuzinger High School,3,35,,7,76,0.0
4,3,Run,Rush,2.0,O,SMHS,LEUZINGER,,,,,7,0,7,22,R,4,BAL,POPEYE,POWER,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,66,2,POPEYE,,,,,,,22.0,"Jaion ""Duce"" Smith",,N,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Leuzinger High School,3,36,,7,78,0.0
1,10,Pass,Incomplete,0.0,O,SMHS,LEUZINGER,,,,,7,0,7,48,M,5,L,TREY,NIKE FLOOD,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,76,3,BASE,,,9.0,James Johnson,,,,,P,N,,,,,,NIKE,,,,,22.0,"Jaion ""Duce"" Smith",1.0,NAKED,,,,,,,,,,,Leuzinger High School,3,37,,7,52,1.0
2,10,Pass,Complete,4.0,O,SMHS,LEUZINGER,,,,,7,0,7,48,M,5,R,TREY,79,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,77,3,BASE,,,1.0,John Gazzaniga,13.0,Grant Mosley,,,STR,N,,,,,,79,,,,,22.0,"Jaion ""Duce"" Smith",1.0,SCREEN,,13.0,Grant Mosley,,,,,,,,Leuzinger High School,3,38,,7,52,1.0
3,6,Pass,Incomplete,0.0,O,SMHS,LEUZINGER,,,,,7,0,7,44,L,5,R,TRON,TON,R,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,78,3,BASE,,,9.0,James Johnson,,,,,WK,N,,,,,,64,,,,,22.0,"Jaion ""Duce"" Smith",1.0,PLAY ACTION,,,,,,,,,,,Leuzinger High School,3,39,,7,56,1.0
4,6,Pass,Incomplete,0.0,O,SMHS,LEUZINGER,,,,,7,0,7,44,L,5,R,TREY,BARB,R,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,79,3,BASE,,,9.0,James Johnson,13.0,Grant Mosley,,,STR,N,,,,,,ROCKET,,,,,22.0,"Jaion ""Duce"" Smith",1.0,MOVEMENT,,,,,,,,,,,Leuzinger High School,3,40,,7,56,1.0
1,10,Run,Rush,7.0,O,SMHS,LEUZINGER,,,,,7,7,0,-25,L,6,R,HOUSE,Q OHIO,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,88,3,BASE,,,,,,,9.0,James Johnson,EMPTY,Y,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,Q RUN,,9.0,James Johnson,,,,,,,,Leuzinger High School,3,41,,0,125,0.0
2,3,Run,Rush,5.0,O,SMHS,LEUZINGER,,,,,7,7,0,-32,L,6,R,HOUSE,Q OHIO,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,89,3,BASE,,,,,,,9.0,James Johnson,EMPTY,Y,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,Q RUN,,9.0,James Johnson,,,,,,,,Leuzinger High School,3,42,,0,132,0.0
1,10,Run,Rush,11.0,O,SMHS,LEUZINGER,,,,,7,7,0,-37,L,6,L,DBLS,PLOW,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,90,3,BASE,,,,,,,22.0,"Jaion ""Duce"" Smith",P,Y,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Leuzinger High School,3,43,,0,137,0.0
1,10,Run,Rush,0.0,O,SMHS,LEUZINGER,,,,,7,7,0,-48,M,6,L,DBLS,OHIO,R,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,91,3,BASE,,,,,,,22.0,"Jaion ""Duce"" Smith",P,N,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Leuzinger High School,3,44,,0,148,0.0
2,10,Pass,Scramble,9.0,O,SMHS,LEUZINGER,,,,,7,7,0,-48,M,6,L,TREY,NIKE TRAIL,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,92,3,BASE,,,,,,,9.0,James Johnson,P,Y,,,,,,NIKE,,,,,22.0,"Jaion ""Duce"" Smith",0.0,NAKED,,,,,,,,,,,Leuzinger High School,3,45,,0,148,1.0
3,1,Run,Rush,2.0,O,SMHS,LEUZINGER,,,,,7,7,0,43,M,6,R,HOUSE,Q OHIO,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,93,3,BASE,,,,,,,9.0,James Johnson,EMPTY,Y,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,Q RUN,,9.0,James Johnson,,,,,,,,Leuzinger High School,3,46,,0,57,0.0
1,10,Pass,Complete,36.0,O,SMHS,LEUZINGER,,,,,7,7,0,41,L,6,R,HOUSE,CALI,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,94,3,BASE,,,9.0,James Johnson,,,,,EMPTY,Y,,,,,,SCAT,,,,,22.0,"Jaion ""Duce"" Smith",1.0,DROPBACK,,,,,,,,,,,Leuzinger High School,3,47,,0,59,1.0
1,5,Run,Rush,2.0,O,SMHS,LEUZINGER,,,,,7,7,0,5,L,6,BAL,POPEYE,POWER,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,95,3,POPEYE,,,,,,,22.0,"Jaion ""Duce"" Smith",,Y,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Leuzinger High School,3,48,,0,95,0.0
2,3,Pass,"Complete, TD",3.0,O,SMHS,LEUZINGER,1.0,,,,13,7,6,3,L,6,BAL,POPEYE,POWER PASS,R,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,96,3,POPEYE,,,9.0,James Johnson,44.0,Leki Holani,,,,Y,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,PLAY ACTION,,44.0,Leki Holani,,,,,,,,Leuzinger High School,3,49,,6,97,1.0
1,10,Pass,Complete,13.0,O,SMHS,LEUZINGER,,,,,13,7,6,-30,R,7,L,HOUSE,IGUANA,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,104,3,PONY,,,9.0,James Johnson,,,,,EMPTY,Y,,,,,,THOR,,,,,,,1.0,DROPBACK,,,,,,,,,,,Leuzinger High School,3,50,,6,130,1.0
1,10,Run,Rush,9.0,O,SMHS,LEUZINGER,,,,,13,7,6,-43,M,7,R,HOUSE,Q OHIO,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,105,3,PONY,,,,,,,9.0,James Johnson,EMPTY,Y,,,,,,,,,,,,,1.0,Q RUN,,9.0,James Johnson,,,,,,,,Leuzinger High School,3,51,,6,143,0.0
2,1,Pass,Incomplete,0.0,O,SMHS,LEUZINGER,,,,,13,7,6,48,L,7,R,HOUSE,STITCH,R,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,106,3,PONY,,,9.0,James Johnson,16.0,Joaquin Cooke,,,EMPTY,N,,,,,,THOR,,,,,,,1.0,QUICK,,,,,,,,,,,Leuzinger High School,3,52,,6,52,1.0
3,1,Run,Rush,6.0,O,SMHS,LEUZINGER,,,,,13,7,6,48,L,7,L,DBLS,OHIO,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,107,3,BASE,,,,,,,22.0,"Jaion ""Duce"" Smith",STR,Y,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Leuzinger High School,3,53,,6,52,0.0
1,10,Pass,Incomplete,0.0,O,SMHS,LEUZINGER,,,,,13,7,6,42,L,7,L,DEUCE,REEBOK,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,108,3,BASE,,,9.0,James Johnson,,,,,P,N,,,,,,REEBOK,,,,,22.0,"Jaion ""Duce"" Smith",1.0,NAKED,,,,,,,,,,,Leuzinger High School,3,54,,6,58,1.0
2,10,Pass,Incomplete,0.0,O,SMHS,LEUZINGER,,,,,13,7,6,42,L,7,R,HOUSE,TON,R,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,109,3,PONY,,,9.0,James Johnson,,,,,EMPTY,N,,,,,,THOR,,,,,,,1.0,DROPBACK,,,,,,,,,,,Leuzinger High School,3,55,,6,58,1.0
3,10,Pass,Complete,5.0,O,SMHS,LEUZINGER,,,,,13,7,6,42,L,7,R,DIAPER,78,R,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,110,3,PONY,,,9.0,James Johnson,,,,,EMPTY,N,,,,,,78,,,,,,,1.0,SCREEN,,,,,,,,,,,Leuzinger High School,3,56,,6,58,1.0
4,5,Pass,Incomplete,0.0,O,SMHS,LEUZINGER,,,,,13,7,6,37,R,7,L,TREO,Z OPTION,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,111,3,BASE,ZIN,,9.0,James Johnson,,,,,WK,N,,,,,,62,,,,,22.0,"Jaion ""Duce"" Smith",1.0,QUICK,,,,,,,,,,,Leuzinger High School,3,57,,6,63,1.0
1,10,Pass,Complete,24.0,O,SMHS,LEUZINGER,,,,,13,7,6,-15,L,8,R,HOUSE,FOLSOM,R,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,116,4,BASE,,,9.0,James Johnson,,,,,,Y,,,,,,FOLSOM,,,,,22.0,"Jaion ""Duce"" Smith",1.0,SCREEN,,,,,,,,,,,Leuzinger High School,3,58,,6,115,1.0
1,10,Run,Rush,4.0,O,SMHS,LEUZINGER,,,,,13,7,6,-39,R,8,L,HOUSE,Q OHIO,R,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,117,4,BASE,,,,,,,9.0,James Johnson,EMPTY,Y,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,Q RUN,,9.0,James Johnson,,,,,,,,Leuzinger High School,3,59,,6,139,0.0
2,6,Pass,Complete,32.0,O,SMHS,LEUZINGER,,,,,13,7,6,-43,R,8,L,DIAPER,STITCH,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,118,4,BASE,,,9.0,James Johnson,,,,,EMPTY,Y,,,,,,SCAT,,,,,22.0,"Jaion ""Duce"" Smith",1.0,QUICK,,,,,,,,,,,Leuzinger High School,3,60,,6,143,1.0
1,10,Pass,Complete,4.0,O,SMHS,LEUZINGER,,,,,13,7,6,25,L,8,L,DBLS,SHALLOW,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,119,4,BASE,,,9.0,James Johnson,22.0,"Jaion ""Duce"" Smith",,,STR,Y,,,,,,SCAT,,,,,22.0,"Jaion ""Duce"" Smith",1.0,DROPBACK,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Leuzinger High School,3,61,,6,75,1.0
2,6,Run,Rush,-2.0,O,SMHS,LEUZINGER,,,,,13,7,6,21,L,8,R,DIAPER,Q OHIO,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,120,4,BASE,,,,,,,9.0,James Johnson,EMPTY,N,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,Q RUN,,9.0,James Johnson,,,,,,,,Leuzinger High School,3,62,,6,79,0.0
3,8,Pass,Penalty,-10.0,O,SMHS,LEUZINGER,,,,,13,7,6,23,L,8,R,TRON,SATIN,R,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,121,4,BASE,,,9.0,James Johnson,13.0,Grant Mosley,,,STR,N,,,,,,62,,,,,22.0,"Jaion ""Duce"" Smith",1.0,DROPBACK,,13.0,Grant Mosley,,,,,,,,Leuzinger High School,3,63,,6,77,1.0
3,18,,Timeout,0.0,O,SMHS,LEUZINGER,,,,,13,7,6,33,R,8,,,,,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,122,4,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,Leuzinger High School,3,64,,6,67,
3,18,Pass,Scramble,5.0,O,SMHS,LEUZINGER,,,,,13,7,6,33,R,8,L,HOUSE,FLOOD SWITCH,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,123,4,PONY,,,,,,,9.0,James Johnson,EMPTY,N,,,,,,LASER,,,,,,,1.0,MOVEMENT,,,,,,,,,,,Leuzinger High School,3,65,,6,67,1.0
4,10,Pass,Incomplete,0.0,O,SMHS,LEUZINGER,,,,,13,7,6,28,L,8,R,HOUSE,TON,R,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,124,4,PONY,,,9.0,James Johnson,,,,,EMPTY,N,,,,,,THOR,,,,,,,0.0,DROPBACK,,,,,,,,,,,Leuzinger High School,3,66,,6,72,1.0
1,10,Run,Rush,-4.0,O,SMHS,LEUZINGER,,,,,13,7,6,-8,M,9,R,KING,INDIANA,R,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,131,4,12,,,,,,,22.0,"Jaion ""Duce"" Smith",WK,N,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Leuzinger High School,3,67,,6,108,0.0
1,14,Pass,Complete,26.0,O,SMHS,LEUZINGER,,,,,13,7,6,-4,M,9,BAL,SOLO,STREAKS,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,132,4,12,,,9.0,James Johnson,,,,,P,Y,,,,,,82,,,,,22.0,"Jaion ""Duce"" Smith",1.0,DROPBACK,,,,,,,,,,,Leuzinger High School,3,68,,6,104,1.0
1,10,Run,Rush,4.0,O,SMHS,LEUZINGER,,,,,13,7,6,-30,L,9,R,KING,KANSAS,R,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,133,4,12,,,,,,,22.0,"Jaion ""Duce"" Smith",WK,Y,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Leuzinger High School,3,69,,6,130,0.0
2,6,Pass,Incomplete,0.0,O,SMHS,LEUZINGER,,,,,13,7,6,-34,M,9,L,KING,REEBOK,R,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,134,4,12,,,9.0,James Johnson,34.0,Ty Swanson,,,STR,N,,,,,,REEBOK,,,,,22.0,"Jaion ""Duce"" Smith",0.0,NAKED,,,,,,,,,,,Leuzinger High School,3,70,,6,134,1.0
3,6,Pass,Incomplete,0.0,O,SMHS,LEUZINGER,,,,,13,7,6,-34,M,9,L,TRIPLE,HOOK SWITCH,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,135,4,PONY,,,9.0,James Johnson,,,,,EMPTY,N,,,,,,THOR,,,,,,,,DROPBACK,,,,,,,,,,,Leuzinger High School,3,71,,6,134,1.0
1,10,Pass,Complete,18.0,O,SMHS,LEUZINGER,,,,,13,14,-1,-24,L,10,R,TREO,FLOOD MIAMI,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,148,4,BASE,,,1.0,John Gazzaniga,,,,,STR,Y,,,,,,ROPE,,,,,22.0,"Jaion ""Duce"" Smith",1.0,MOVEMENT,,,,,,,,,,,Leuzinger High School,3,72,,-1,124,1.0
1,10,Pass,Incomplete,0.0,O,SMHS,LEUZINGER,,,,,13,14,-1,-42,L,10,R,TRON,DAGGER,L,,SMHS,Leuzinger High School,Leuzinger High School,SMHS,149,4,BASE,,,1.0,John Gazzaniga,,,,,STR,N,,,,,,62,,,,,22.0,"Jaion ""Duce"" Smith",0.0,DROPBACK,,,,,,,,,,,Leuzinger High School,3,73,,-1,142,1.0
